lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
relever,"39,49","0,05",B2,,,,,,,,,,,,,,,
violer,"39,43","1,49",B2,,,,,,,,,,,,,,,
disputer,"39,31",0,B2,,,,,,,,,,,,,,,
pisser,"39,03","0,01",B2,,,,,,,,,,,,,,,
contacter,"38,96","0,01",A2,,,,,X,,,X,,,,,,,
résister,"38,91","0,17",B2,,,,,,,,,,,,,,,
ajouter,"38,88","0,39",A2,,,,,X,,,,,,,,,,
convenir,"38,82","0,41",B2,,,,,,,,,,,,,,,
déplacer,"38,63","7,79",B2,,,,,,,,,,,,,,,
bloquer,"38,62","0,02",B2,,,,,,,,,,,,,,,
identifier,"38,52","0,26",B2,,,,,,,,,,,,,,,
veiller,"38,41","0,01",B2,,,,,,,,,,,,,,,
rattraper,"38,32","0,05",B2,,,,,,,,,,,,,,,
planter,"38,29","0,19",B2,,,,,,,,,,,,,,,
viser,"38,03","0,12",B2,,,,,,,,,,X,,,,,
promener,"37,8","0,01",B2,,,,,,,,,,,,,,,
venger,"37,73","3,89",B2,,,,,,,,,,,,,,,
informer,"37,42","0,17",B2,,,,,,,,X,X,,,,,,
lier,"37,17","0,49",B2,,,,,,,,,,,,,,,
effrayer,"37,04","7,65",B2,,,,,,,,,,,,,,,
fêter,"36,97","0,34",B2,,,,,,,,,,,,,,,
saisir,"36,81","10,15",B2,,,,,,,X,,,,,,,,
impliquer,"36,8","0,11",B2,,,,,,,,,,,,,,,
ordonner,"36,73","1,34",B2,,,,,,,X,,,,,,,,
indiquer,"36,49","0,02",B2,,,,,,,,,,,,,,,
examiner,"36,36","0,17",B1,,,,,X,,,,,,,,X,,
puer,"36,29","0,01",B2,,,,,,,,,,,,,,,
peindre,"36,05","0,16",B2,,,,,,,,,,X,,,,,
avaler,"35,89","0,23",B2,,,,,,,,,,,,,,,
démarrer,"35,67","0,03",B2,,,,,,,,,,,,,,,
prétendre,"35,63","11,42",B2,,,,,,,,,,,,,,,
soutenir,"35,56","0,34",B2,,,,,,,,,,,,,,,
déjeuner,"35,43","0,01",A1,,,,,X,,,,,,,,,,
exiger,"34,96","18,93",B2,,,,,,,,,,,,,,,
visiter,"34,92","0,26",A1,,,,,X,,,,,X,,,,X,
saigner,"34,86",0,B2,,,,,,,,,,,,,X,,
glisser,"34,75","0,78",B2,,,,,,,,,,,,,,,X
apercevoir,"34,56",0,B2,,,,,,,,,,,,,,,
réserver,"34,31","0,01",A2,,,,,X,,,,,,,,,X,
provoquer,"34,19","0,44",B2,,,,,,,,,,,,,,,
trembler,"34,13","0,3",B2,,,,,,,,,,,,,,,
embêter,"33,91","0,3",B2,,,,,,,,,,,,,,,
confirmer,"33,8","0,06",A2,,,,,X,X,,,X,,,,,,
participer,"33,56","0,34",B2,,,,,,,,,,,,,,,
décevoir,"33,23",0,B2,,,,,,,,,,,,,,,
réagir,"33,19","5,95",B2,,,,,,,,,,,,,,,
hurler,"33,17","0,46",B2,,,,,,,,,,,,,,,
enregistrer,"33,07","0,09",A2,,,,,X,X,,,X,,,,,X,
fixer,"32,73","0,27",B2,,,,,,,,,,,,,,,
révéler,"32,7","6,32",B2,,,,,,,,,,,,,,,
déménager,"32,4","7,24",A2,,,,,X,,,,,,,,,,
admirer,"32,39","0,01",B2,,,,,,,,,,,,,,,
conseiller,"32,11","0,03",A2,,,,,X,,,X,,,,,,,
accueillir,"31,98",0,A2,,,,,X,,,X,,,,,,X,
enseigner,"31,98","0,59",B2,,,,,,,,,,,,,,,
plonger,"31,96","5,37",B2,,,,,,,,,,,,,,,X
habituer,"31,89","0,02",B2,,,,,,,,,,,,,,,
buter,"31,86","0,02",B2,,,,,,,,,,,,,,,
péter,"31,66","8,16",B2,,,,,,,,,,,,,,,
emprunter,"31,3","0,01",B2,,,,,,,,,,,,,,,
noter,"31,24","0,02",B1,,,,,X,,X,,X,,,,,,
verser,"31,2","1,88",B2,,,,,,,,,,,,,,,
dépenser,"31,1","0,04",B1,,,,,X,,,,,,,,,,
assassiner,"30,87","0,27",B2,,,,,,,,,,,,,,,
avertir,"30,8","6,26",B2,,,,,,,,,,,,,,,
affronter,"30,72","0,03",B2,,,,,,,,,,,,,,,
adresser,"30,71","0,19",A2,,,,,X,,,,,,,,,,
vider,"30,68","1,06",B2,,,,,,,,,,,,,,,
échouer,"30,62","0,19",B2,,,,,,,,,,,,,,,
assister,"30,57","0,13",B2,,,,,,,,X,,,,,,,
parer,"30,5","4,71",C1,,,,,,,,,,,,,,,
nager,"30,36","5,04",A2,,,,,X,,,,,,,,,,X
autoriser,"30,28","0,07",A2,,,,,X,X,,,,,,,,,
éliminer,"30,28","0,01",B1,,,,,X,,,,,,,,,,
foncer,"30,27","16,31",B2,,,,,,,,,,,,,,,
subir,"30,13","10,22",B2,,,,,,,,,,,,,,,
suicider,"30,09","0,3",B2,,,,,,,,,,,,,,,
contenir,"30,07","0,81",B2,,,,,,,,,,,,,,,
hésiter,"30,06","0,3",B1,,,,,X,,,,,,,,,,
exprimer,"30,02","0,1",B1,,,,,X,,,,,,,,,,
dessiner,"29,97","0,29",A1,,,,,X,,,,,,,,,,
augmenter,"29,86","0,05",B1,,,,,X,,,,,,,,,,
armer,"29,77","0,38",B2,,,,,,,,,,,,,,,
voter,"29,61",0,B2,,,,,,,,,,,,,,,
opérer,"29,59","4,75",B1,,,,,X,,,,,,,,X,,
dénoncer,"29,57","5,5",B2,,,,,,,,,,,,,,,
rassurer,"29,25",0,B2,,,,,,,,,,,,,,,
contenter,"29,04","0,12",B2,,,,,,,,,,,,,,,
effacer,"29,02","6,19",B1,,,,,X,,,,,,,,,,
suggérer,29,"11,47",B2,,,,,,,,,,,,,,,
briller,"28,91","0,02",B1,,,,,X,,,,,,,,,,
croiser,"28,84","0,05",B1,,,,,X,,,,,,,,,,
envoler,"28,82","0,43",B2,,,,,,,,,,,,,,,
raser,"28,54","0,06",A2,,,,,X,,,,,,,,,,
étouffer,"28,5","0,11",B2,,,,,,,,,,,,,,,
tarder,"28,36","0,17",B2,,,,,,,,,,,,,,,
souffler,"28,33","0,3",B1,,,,,X,,,,,,,,,,
décrire,"28,31","0,04",B1,,,,,X,,,,,,,,,,
raccrocher,"28,09","0,02",A2,,,,,X,,,,,,,,,,
exciter,"28,01",0,B1,,,,,X,,,,,,,,,,
cracher,"27,93","0,16",B2,,,,,,,,,,,,,,,
signaler,"27,92",0,B1,,,,,X,X,,,,,,,,,
réduire,"27,88","0,53",B1,,,,,X,,,,,,,,,,
vaincre,"27,84","0,14",B2,,,,,,,,,,,,,,,
rembourser,"27,71","0,01",B1,,,,,X,,,X,,,,,,,
gérer,"27,51","6,08",B2,,,,,,,,,,,,,,,
divorcer,"27,5","2,18",A2,,,,,X,,,,,,,,,,
interrompre,"27,47",0,B2,,,,,,,,,,,,,,,
échanger,"27,38","5,07",B1,,,,,X,,,,,,,,,,
noyer,"27,29","4,53",B2,,,,,,,,,,,,,,,
conclure,"27,26","11,88",B2,,,,,,,,,,,,,,,
repérer,"27,23","2,17",B2,,,,,,,,,,,,,,,
garer,"27,16","0,04",A2,,,,,X,,,,,,,,,,
cuisiner,"27,13",0,A1,,,,,X,,,,,,,X,,X,
cogner,"27,01","0,13",B2,,,,,,,,,,,,,,,
exagérer,"26,93","7,3",B1,,,,,X,,,,,,,,,,
insulter,"26,93","0,01",B2,,,,,,,,,,,,,,,
repasser,"26,91",0,A2,,,,,X,,,,,,,,,,
atterrir,"26,73","8,64",A2,,,,,X,,,,,,,,,,
barrer,"26,71","0,13",B2,,,,,,,,,,,,,,,
méfier,"26,68","0,03",B2,,,,,,,,,,,,,,,
tendre,"26,63","3,72",B2,,,,,,,,,,,,,,,
inspirer,"26,56","0,11",B1,,,,,X,,,,,,,,X,,X
embarquer,"26,49","0,17",A2,,,,,X,,,,,,,,,X,
déchirer,"26,46","0,17",B2,,,,,,,,,,,,,,,
baigner,"26,42",0,A2,,,,,X,,,,,,,,,,
épargner,"26,39","0,12",B2,,,,,,,,,,,,,,,
établir,"26,38","7,41",B2,,,,,,,,,,,,,,,
vomir,"26,12","5,19",B2,,,,,,,,,,,,,,,
rassembler,"25,99","0,14",B2,,,,,,,,,,,,,,,
raccompagner,"25,9","0,01",B2,,,,,,,,,,,,,,,
comparer,"25,84","0,02",B1,,,,,X,,,,X,,,,,,
fournir,"25,67","4,21",B1,,,,,X,,,,,,,,,,
sacrifier,"25,67","0,3",B2,,,,,,,,,,,,,,,
débarquer,"25,66","0,46",B2,,,,,,,,,,,,,,X,
torturer,"25,55","0,03",B2,,,,,,,,,,,,,,,
pointer,"25,45","0,03",B2,,,,,,,,,,,,,,,
inscrire,"25,41","0,25",A2,,,,,X,,,,,,,,,,
lutter,"25,41","0,05",B1,,,,,X,,,,,,,,,,X
épuiser,"25,41",0,B2,,,,,,,,,,,,,,,
rapprocher,"25,18","0,15",B2,,,,,,,,,,,,,,,
sacrer,"25,16","0,14",C1,,,,,,,,,,,,,,,
unir,"25,15","1,57",B2,,,,,,,,,,,,,,,
creuser,"25,11","0,26",B2,,,,,,,,,,X,,,,,
satisfaire,"25,1","9,6",B1,,,,,X,,,X,,,,,,,
transmettre,"25,09",3,A2,,,,,X,,,,,,,,,,
exécuter,"25,02","0,29",B2,,,,,,,,,,,,,,,
accomplir,25,"5,98",B2,,,,,,,,,,,,,,,
décrocher,25,"0,05",A2,,,,,X,,,,,,,,,,
prononcer,"24,99","5,82",A2,,,,,X,,,,,,,,,,
impressionner,"24,98","0,01",A2,,,,,X,,,,,,,,,,
nier,"24,86","0,13",B1,,,,,X,,,,,,,,,,
écarter,"24,83","0,51",B2,,,,,,,,,,,,,,,
guider,"24,79","0,31",B1,,,,,X,,,X,,,,,,X,
boucler,"24,61",0,B1,,,,,X,,,,,,,,,,
comporter,"24,59","0,41",B1,,,,,X,,,,,,,,,,
songer,"24,59","4,28",B2,,,,,,,,,,,,,,,
remuer,"24,42","0,03",B2,,,,,,,,,,,,,,,
balader,"24,3",0,B2,,,,,,,,,,,,,,,
témoigner,"24,29","0,02",B2,,,,,,,,,,,,,,,
soulever,"24,26","0,6",B2,,,,,,,,,,,,,,,X
céder,"24,21","5,99",B1,,,,,X,,,,,,,,,,
priver,"24,06","0,16",B1,,,,,X,,,,,,,,,,
renverser,"24,02","0,27",B1,,,,,X,,,,,,,,,,
entourer,"23,99","0,16",B2,,,,,,,,,,,,,,,
correspondre,"23,62","13,76",B1,,,,,X,,,,,,,,,,
imposer,"23,62","0,79",B1,,,,,X,,,,,,,,,,
sucer,"23,45","7,84",B2,,,,,,,,,,,,,,,
geler,"23,41",0,A2,,,,,X,,,,,,,,,,
peser,"23,41","0,01",A2,,,,,X,,,,,,,,,,
éprouver,"23,35","0,01",B1,,,,,X,,,,,,,,,,
enfoncer,"23,3","6,51",B2,,,,,,,,,,,,,,,
rejeter,"23,16","0,18",B1,,,,,X,,,,,,,,,,
déshabiller,"22,98","0,01",A2,,,,,X,,,,,,,,,,
achever,"22,97","0,23",B2,,,,,,,,,,,,,,,
pourrir,"22,86","6,46",B2,,,,,,,,,,,,,,,
régner,"22,75","8,06",B2,,,,,,,,,,,,,,,
parvenir,"22,73","0,04",B2,,,,,,,,,,,,,,,
chérir,"22,66","7,21",B2,,,,,,,,,,,,,,,
honorer,"22,65","0,03",B2,,,,,,,,,,,,,,,
repousser,"22,62","0,03",B2,,,,,,,,,,,,,,,
soucier,"22,45",0,B2,,,,,,,,,,,,,,,
exposer,"22,42","0,05",A2,,,,,X,,,,,,,,,,
grouiller,"22,39","0,06",B2,,,,,,,,,,,,,,,
intervenir,"22,39","0,14",B1,,,,,X,,,,,,,,,,
améliorer,"22,34","0,03",B1,,,,,X,,,,X,,,,,,
compliquer,"22,3","0,11",B1,,,,,X,,,,,,,,,,
bourrer,"22,11",0,B2,,,,,,,,,,,,,,,
transporter,"22,07","0,22",A2,,,,,X,,,,,,,,,,
jouir,"22,06","3,33",B2,,,,,,,,,,,,,,,X
saurer,"22,06","10,27",B2,,,,,,,,,,,,,,,
étendre,"21,9","4,98",B2,,,,,,,,,,,,,,,
piéger,"21,77","0,47",B2,,,,,,,,,,,,,,,
chauffer,"21,75",0,A2,,,,,X,,,,,,,,,,
cuire,"21,65","0,35",A2,,,,,X,,,,,,,X,,,
soulager,"21,57","4,1",B1,,,,,X,,,,,,,,,,
pourvoir,"21,48","0,02",B2,,,,,,,,,,,,,,,
estimer,"21,41","0,14",B2,,,,,,,,,,,,,,,
relâcher,"21,4","0,13",B2,,,,,,,,,,,,,,,
craquer,"21,23","0,01",B2,,,,,,,,,,,,,,,
décoller,"21,15",0,A2,,,,,X,,,,,,,,,,
disposer,"21,07",0,B2,,,,,,,,,,,,,,,
publier,"21,07","0,03",B1,,,,,X,,,,,,,,,,
grimper,"21,05","0,19",B1,,,,,X,,,,,,,,,,
réjouir,"21,02","0,5",B2,,,,,,,,,,,,,,,
draguer,21,0,B2,,,,,,,,,,,,,,,
réclamer,21,"0,12",B1,,,,,X,,,X,,,,,,,
tester,"20,66","0,21",B1,,,,,X,,,,,,X,,,,
piper,"20,6",0,B2,,,,,,,,,,,,,,,
renseigner,"20,47",0,A2,,,,,X,X,,X,,,,,,X,
vieillir,"20,47","4,28",B1,,,,,X,,,,,,,,,,
développer,"20,41","0,29",B1,,,,,X,,,,,,,,,,
ruiner,"20,39","0,03",B2,,,,,,,,,,,,,,,
répandre,"20,39","4,14",B2,,,,,,,,,,,,,,,
brancher,"20,34","0,01",B2,,,,,,,,,X,,,,,,
douer,"20,29",0,B2,,,,,,,,,,,,,,,
abuser,20,"0,02",B2,,,,,,,,,,,,,,,
reparler,"19,93","0,03",B1,,,,,X,,,,,,X,,,,
soupçonner,"19,88","0,04",B2,,,,,,,,,,,,,,,
persuader,"19,86","0,24",B2,,,,,,,,,,,,,,,
reprocher,"19,85","0,04",B2,,,,,,,,,,,,,,,
semer,"19,8","0,2",B2,,,,,,,,,,,,,,,
paniquer,"19,76","0,05",B1,,,,,X,,,,,,,X,,,
garantir,"19,74","2,32",B1,,,,,X,,,,X,,,,,,
dévorer,"19,7","0,19",B2,,,,,,,,,,,,,,,
détacher,"19,69","0,13",B2,,,,,,,,,,,,,,,
enquêter,"19,65","0,01",B2,,,,,,,,,,,,,,,
mesurer,"19,65","0,01",B2,,,,,,,,,X,,,,X,,
empoisonner,"19,62","0,01",B2,,,,,,,,,,,,,,,
sécher,"19,49","4,43",B1,,,,,X,,,,,,,,,,
employer,"19,47","3,74",A2,,,,,X,,,,,,,,,,
mouiller,"19,36","0,01",B2,,,,,,,,,,,,,,,
déclencher,"19,23","0,16",B2,,,,,,,,,,,,,,,
contrer,"19,15","0,12",B2,,,,,,,,,,,,,,,
communiquer,"19,09",0,A2,,,,,X,,,,,,,,,,
pénétrer,19,"4,64",B2,,,,,,,,,,,,,,,
secouer,19,"0,26",B2,,,,,,,,,,,,,,,
fréquenter,"18,97","0,01",B1,,,,,X,,,,,,,,,,
cingler,"18,93","0,02",B2,,,,,,,,,,,,,,,
franchir,"18,93","4,49",B2,,,,,,,,,,,,,,,
évanouir,"18,93","5,21",B2,,,,,,,,,,,,,,,
emballer,"18,86",0,B1,,,,,X,,,,,,,,,,
négocier,"18,82","0,03",B1,,,,,X,,,X,,,,,,,
démolir,"18,81","4,41",B2,,,,,,,,,,X,,,,,
planquer,"18,79",0,B2,,,,,,,,,,,,,,,
concevoir,"18,75","0,12",B2,,,,,,,,,,,,,,,
navrer,"18,68",0,B2,,,,,,,,,,,,,,,
bâtir,"18,65","5,47",B2,,,,,,,,,,,,,,,
étrangler,"18,53",0,B2,,,,,,,,,,,,,,,
consulter,"18,45","0,01",A2,,,,,X,,,,,,,,X,,
transférer,"18,4","2,07",A2,,,,,X,,,,,,,,,X,
dégoûter,"18,39",0,B2,,,,,,,,,,,,,,,
loger,"18,36","3,63",A2,,,,,X,,,,,,,,,X,
consacrer,"18,27","0,29",B2,,,,,,,,,,,,,,,
opposer,"18,2","0,12",B2,,,,,,,,,,,,,,,
éclairer,"18,03","0,19",B1,,,,,X,,,,,,,,,,
appliquer,"17,89","0,01",B1,,,,,X,,,,X,,,,,,
dresser,"17,88","0,18",B2,,,,,,,,,,,,X,,,
redevenir,"17,88","0,01",B1,,,,,X,,,,,,,,,,
démissionner,"17,79","0,05",A2,,,,,X,,,,,,,,,,
envier,"17,79",0,B2,,,,,,,,,,,,,,,
choper,"17,69","0,01",B2,,X,,,,,,,,,,,,,
capturer,"17,67","0,03",B2,,,,,,,,,,,,,,,
évacuer,"17,61",0,B2,,,,,,,,,,,,,,,
citer,"17,51",0,B1,,,,,X,,,,,,,,,,
salir,"17,51","2,66",B1,,,,,X,,,,,,,X,,,
soumettre,"17,51","0,88",B2,,,,,,X,,,,,,,,,
célébrer,"17,5","3,77",A2,,,,,X,,,,,,,,,,
préoccuper,"17,43","0,01",B1,,,,,X,,,,,,,,,,
ralentir,"17,42","1,66",B1,,,,,X,,,,,,,,,,
envahir,"17,37","4,98",B2,,,,,,,,,,,,,,,
racheter,"17,33",0,B1,,,,,X,,,,,,,,,,
fondre,"17,32","2,38",B1,,,,,X,,,,X,,,,,,
éveiller,"17,28","0,16",B2,,,,,,,,,,,,,,,
mater,"17,27","0,41",B2,,,,,,,,,,,,,,,
pencher,"16,9","0,1",B2,,,,,,,,,,,,,,,
massacrer,"16,87","0,05",B2,,,,,,,,,,,,,X,,
recommander,"16,86",0,B1,,,,,X,,,,,,,,,,
défoncer,"16,85","3,95",B2,,,,,,,,,,,,,,,
ôter,"16,81","0,46",B2,,,,,,,,,,,,,,,
dater,"16,69","0,46",B1,,,,,X,,,,,,,,,,
gonfler,"16,52","0,02",B2,,,,,,,,,,,,,,,
pêcher,"16,52",0,B2,,,,,,,,,,,,,,,
investir,"16,5","5,49",B1,,,,,X,,,,,,,,,,
accoucher,"16,49","0,14",B1,,,,,X,,,,,,,,,,
séduire,"16,48","0,16",B2,,,,,,,,,,,,,,,
merder,"16,45","0,42",B2,,,,,,,,,,,,,,,
bavarder,"16,43",0,B1,,,,,X,,,,,,,,,,
envisager,"16,42","3,4",B2,,,,,,,,,,,,,,,
troubler,"16,33","0,03",B2,,,,,,,,,,,,,,,
reproduire,"16,3","4,27",B1,,,,,X,,,,,,,,,,
réchauffer,"16,27","0,01",B1,,,,,X,,,,,,,X,,,
boucher,"16,23",0,B2,,,,,,,,,,,,,,,
tricher,"16,16",0,B2,,,,,,,,,,,,,,,
confondre,"16,15","2,09",B1,,,,,X,,,,,,,,,,
marrer,"16,13","0,1",B2,,,,,,,,,,,,,,,
affecter,"16,1","0,03",B2,,,,,,,,,,,,,,,
confesser,"16,05","0,16",B2,,,,,,,,,,,,,,,
humilier,"16,01",0,B2,,,,,,,,,,,,,,,
distraire,16,"0,02",B2,,,,,,,,,,,,,,,
fonder,"15,97","0,22",B1,,,,,X,,,,X,,,,,,
tremper,"15,88",0,B1,,,,,X,,,,,,,,,,
abîmer,"15,83","0,1",B1,,,,,X,,,,,,,,,,
applaudir,"15,82","1,56",A2,,,,,X,,,,,,,,,,
offenser,"15,79","0,03",B2,,,,,,,,,,,,,,,
accélérer,"15,78","7,32",B1,,,,,X,,,,,,,,,,
percer,"15,77","2,09",B2,,,,,,,,,X,X,,,,,
ébavurer,"15,77","2,09",C2,,,,,,,,,X,,,,,,
déborder,"15,75","0,01",B2,,,,,,,,,,,,,,,
féliciter,"15,72","0,01",A2,,,,,X,,,,,,,,,,
caresser,"15,69","0,13",B1,,,,,X,,,,,,,,,,
braquer,"15,68","0,01",B2,,,,,,,,,,,,,,,
dominer,"15,66","0,27",B1,,,,,X,,,,,,,,,,
affirmer,"15,61","0,06",B1,,,,,X,,,,,,,,,,
baser,"15,61","0,02",B1,,,,,X,,,,,,,,,,
mentionner,"15,61","0,1",B1,,,,,X,,,,,,,,,,
luire,"15,58","5,41",B2,,,,,,,,,,,,,,,
enchanter,"15,57","0,1",B2,,,,,,,,,,,,,,,
maîtriser,"15,57","0,01",B1,,,,,X,,,,,,,,,,
vexer,"15,56",0,B1,,,,,X,,,,,,,,,,
justifier,"15,55",0,B1,,,,,X,,,,,,,,,,
botter,"15,54",0,B2,,,,,,,,,,,,,,,
parcourir,"15,46","0,16",B1,,,,,X,,,,,,,,,,
boiter,"15,43","0,01",B2,,,,,,,,,,,,,,,
enculer,"15,43","0,13",B2,,,,,,,,,,,,,,,
traduire,"15,41","0,25",A2,,,,,X,,,,,,,,,,
analyser,"15,4",0,B1,,,,,X,,,,,,,,X,,
approuver,"15,39","0,01",B1,,,,,X,X,,,X,,,,,,
doubler,"15,29","0,2",B1,,,,,X,,,,,,,,,,
encourager,"15,24","3,99",B1,,,,,X,,,,,,,,,,
ressortir,"15,23","1,35",B2,,,,,,,,,,,,,,,
kidnapper,"15,21",0,B2,,,,,,,,,,,,,,,
circuler,"15,19","0,01",A2,,,,,X,,,,,,,,,,
adopter,"15,18","0,05",A2,,,,,X,,,,,,,,,,
claquer,"15,13",0,B2,,,,,,,,,,,,,,,
conserver,"15,08","0,34",B1,,,,,X,,,,X,,,,,,
mépriser,"15,05","0,2",B2,,,,,,,,,,,,,,,
conquérir,"14,89","0,11",B2,,,,,,,,,,,,,,,
déguiser,"14,89",0,B2,,,,,,,,,,,,,,,
faucher,"14,76",0,B2,,,,,,,,,,,,,,,
foirer,"14,76",0,B2,,,,,,,,,,,,,,,
nuire,"14,74","1,31",B2,,,,,,,,,,,,,,,
imiter,"14,7","0,01",B1,,,,,X,,,,,,,,,,
agiter,"14,62","0,06",B2,,,,,,,,,,,,,,,
larguer,"14,61","0,03",B2,,X,,,,,,,,,,,,,
préserver,"14,61","0,01",B1,,,,,X,,,,,,,,,,
exercer,"14,53","3,82",B1,,,,,X,,,,,,,,,,
déterminer,"14,51","0,02",B1,,,,,X,,,,,,,,,,
bander,"14,5","0,01",B2,,,,,,,,,,,,,X,,
délivrer,"14,45",0,B2,,,,,,,,,,,,,,,
consoler,"14,41","0,04",B2,,,,,,,,,,,,,,,
figurer,"14,41","0,07",B2,,,,,,,,,,,,,,,
plier,"14,37",0,B1,,,,,X,,,,,,,,,,
mélanger,"14,36","3,16",A2,,,,,X,,,,,,,X,,,
détourner,"14,34","0,12",B2,,,,,,,,,,,,,,,
poignarder,"14,32","0,02",B2,,,,,,,,,,,,,,,
flipper,"14,29","0,08",B2,,,,,,,,,,,,,,,
fier,"14,27",0,B2,,,,,,,,,,,,,,,
griller,"14,2",0,A2,,,,,X,,,,,,,X,,,
isoler,"14,1","0,04",B1,,,,,X,,,,,X,,,,,
lécher,"14,09","4,03",B1,,,,,X,,,,,,,,,,
arroser,"14,07",0,A2,,,,,X,,,,,,,,,,
composer,"14,07","0,12",A2,,,,,X,,,,,,,,,,
distribuer,"14,06","0,18",A2,,,,,X,,,,,,,,,,
fourrer,"14,05","0,12",B2,,,,,,,,,,,,,,,
suspendre,"13,99","0,53",B2,,,,,,,,,,,,,,,
écrouler,"13,98","0,19",B2,,,,,,,,,,,,,,,
traquer,"13,97","0,01",B2,,,,,,,,,,,,,,,
engueuler,"13,94",0,B2,,,,,,,,,,,,,,,
pratiquer,"13,87","0,02",A2,,,,,X,,,,,,,,,,
cueillir,"13,84","0,02",B2,,,,,,,,,,,,,,,
bouleverser,"13,79","0,26",B1,,,,,X,,,,,,,,,,
délirer,"13,73","0,02",B2,,,,,,,,,,,,,,,
emménager,"13,7","2,1",B1,,,,,X,,,,,,,,,,
associer,"13,67","0,12",B1,,,,,X,,,,,,,,,,
provenir,"13,66","0,41",B2,,,,,,,,,,,,,,,
user,"13,58","0,15",B1,,,,,X,,,,,,,,,,
choquer,"13,56","0,01",B1,,,,,X,,,,,,,,,,
défier,"13,49","0,04",B2,,,,,,,,,,,,,,,
supprimer,"13,45",0,B1,,,,,X,,,,,,,,,,
adapter,"13,44","0,01",B1,,,,,X,,,,,,,,,,
agresser,"13,39","0,01",B2,,,,,,,,,,,,,,,
fiancer,"13,3","0,46",B2,,,,,,,,,,,,,,,
tailler,"13,28","0,01",B2,,,,,,,,,,,,,,,
entretenir,"13,27","0,05",B2,,,,,,,,,,,X,,,,
effondrer,"13,24","0,24",B2,,,,,,,,,,,,,,,
anéantir,"13,18","3,27",B2,,,,,,,,,,,,,,,
demeurer,"13,18","0,27",B1,,,,,X,,,,,,,,,,
piloter,"13,18",0,B1,,,,,X,,,,,,,,,,
droguer,"13,15","0,19",B2,,,,,,,,,,,,,,,
embaucher,"13,11","0,13",A2,,,,,X,,,,,,,,,,
assommer,"13,09",0,B2,,,,,,,,,,,,,,,
rajouter,"13,09","0,01",B1,,,,,X,,,,,,,,,,
tolérer,"13,05","2,58",B1,,,,,X,,,,,,,,,,
siffler,"13,04","0,06",B1,,,,,X,,,,,,,,,,
empirer,"12,93","0,03",B2,,,,,,,,,,,,,,,
bousiller,"12,91",0,B2,,,,,,,,,,,,,,,
procéder,"12,91","1,75",B1,,,,,X,,,,X,,,,,,
localiser,"12,87",0,B1,,,,,X,,,,,,,,,,
assumer,"12,83","0,03",B1,,,,,X,,,,,,,,,,
relier,"12,83","0,22",B1,,,,,X,,,,,,,,,,
emparer,"12,8","0,6",B2,,,,,,,,,,,,,,,
évader,"12,8","0,02",B2,,,,,,,,,,,,,,,
flotter,"12,79","0,01",B2,,,,,,,,,,,,,,,
distinguer,"12,77","0,01",B1,,,,,X,,,,,,,,,,
procurer,"12,77","0,16",B1,,,,,X,,,,,,,,,,
détenir,"12,73","0,13",B2,,,,,,,,,,,,,,,
branler,"12,72",0,B2,,,,,,,,,,,,,,,
découper,"12,71","0,01",B1,,,,,X,,,,X,,,X,,,
tabasser,"12,71","0,04",B2,,,,,,,,,,,,,,,
activer,"12,58",0,B1,,,,,X,,,,,,,,,,
introduire,"12,56","0,17",B1,,,,,X,,,,,,,,,,
aborder,"12,55","0,16",B2,,,,,,,,,,,,,,,
destiner,"12,52",0,B2,,,,,,,,,,,,,,,
frotter,"12,52","0,01",B1,,,,,X,,,,,,,,,,
économiser,"12,5","0,02",A2,,,,,X,,,,,,,,,,
plaquer,"12,46","0,01",B2,,,,,,,,,,,,,,,
rétablir,"12,38","2,78",B2,,,,,,,,,,,,,,,
flatter,"12,36",0,B2,,,,,,,,,,,,,,,
manipuler,"12,35","0,14",B1,,,,,X,,,,,,,,,,
défaire,"12,3","5,26",B1,,,,,X,,,,,,,,,,
corriger,"12,24","2,21",A2,,,,,X,,,,X,,,,,,
tordre,"12,24","2,08",B2,,,,,,,,,,,,,,,
déplaire,"12,23","0,27",B2,,,,,,,,,,,,,,,
désespérer,"12,22","1,42",B2,,,,,,,,,,,,,,,
trinquer,"12,21","0,01",B1,,,,,X,,,,,,,,,,
calculer,"12,19",0,A2,,,,,X,,,,X,,,,,,
balayer,"12,17","1,99",A2,,,,,X,,,,,,,,,,
classer,"12,11","0,02",A2,,,,,X,X,X,,,,,,,,
gratter,"12,11",0,B1,,,,,X,,,,,,,,,,
aspirer,"12,07","0,03",A2,,,,,X,,,,X,,,,,,
louper,"12,06","0,03",B2,,X,,,,,,,,,,,,,
refermer,"11,97","0,33",B1,,,,,X,,,,,,,,,,
trancher,"11,97","0,02",B1,,,,,X,,,,,,,X,,,
hériter,"11,93","0,18",B1,,,,,X,,,,,,,,,,
coopérer,"11,91","1,6",B1,,,,,X,,,,,,,,,,
précipiter,"11,89","0,19",B2,,,,,,,,,,,,,,,
retarder,"11,89",0,B1,,,,,X,,,,,,,,,,
